0.476983,-0.053009,0.516575,0.784755,-0.586176,-0.201388
0.068420,0.783523,0.564396,-0.286781,-0.134424,-0.948518
0.082654,-0.156901,0.332916,0.425990,0.796993,-0.428176
-0.093676,-0.957043,0.615218,-0.089702,0.995629,0.026021
0.196418,-0.213272,0.705925,0.380315,0.865459,0.326101
0.245552,-0.244663,0.869225,-0.024440,0.998553,0.047910
-0.015036,0.508244,0.829862,0.830957,0.362407,-0.422104
0.214670,-0.319865,0.739233,0.856965,-0.368233,-0.360578
0.348985,-0.147338,0.627826,-0.169701,0.958303,0.229906
-0.783490,0.134073,0.484495,0.459390,0.756697,0.465157
0.190448,0.003353,0.543357,0.993800,-0.107902,0.026791
0.137870,-0.222113,0.654477,-0.177730,0.572130,-0.800674
0.278614,-0.288614,0.714357,0.390512,0.870772,0.298759
-0.429457,0.534069,0.334221,-0.882344,0.313814,-0.350700
0.710827,0.625115,0.301514,0.121801,-0.548711,0.827092
0.207440,-0.331571,-0.888802,0.588517,-0.808263,-0.018948
-0.207093,0.683489,0.443801,0.706366,0.114378,0.698544
-0.441165,0.183589,0.619525,0.609870,0.687439,0.394318
0.355529,0.193579,0.535317,0.684230,0.152992,-0.713038
-0.578808,-0.290042,0.497572,0.325154,0.943967,0.056578
0.179315,0.251666,0.947742,0.919761,0.220363,0.324778
0.601653,0.347127,0.518690,0.591819,0.800490,0.094692
-0.286994,0.191158,0.775542,-0.672105,0.728076,-0.134837
0.193433,0.231110,-0.985252,-0.393412,0.154505,0.906287
0.338079,0.032183,0.658262,0.991719,-0.061227,0.112890
0.029274,0.077562,0.862751,0.935121,0.121471,0.332857
-0.038915,0.047025,0.913104,0.154841,0.748111,0.645255
0.153944,-0.635671,0.489742,-0.228935,-0.946801,-0.226178
-0.783722,0.448590,0.389402,0.918899,0.295794,0.261019
-0.231774,0.844597,0.313834,-0.327325,0.557998,-0.762559
0.849847,0.431901,0.458758,0.815472,-0.493679,-0.302138
-0.688210,-0.321293,0.486792,0.295661,0.953223,-0.062848
0.119275,0.249097,0.648499,-0.488915,0.177362,0.854111
0.412581,-0.067136,0.766249,-0.519671,-0.853734,0.032862
0.374468,-0.161326,0.503733,0.676381,0.225260,0.701261
-0.495579,0.190296,0.598355,0.356485,0.100262,0.928906
0.419700,-0.425900,-0.040799,-0.502171,-0.853404,-0.139737
0.295258,-0.530211,0.386557,0.915800,0.206491,-0.344487
0.357824,0.499107,0.534325,-0.549329,-0.819084,-0.165344
-0.045116,0.453449,0.720151,-0.635746,0.575655,0.514245
-0.527610,-0.485973,0.236178,-0.095338,0.906021,0.412355
0.042933,-0.255080,0.013521,-0.221447,0.967145,0.124869
-0.158533,0.108387,0.748003,0.019795,-0.418505,0.907999
0.340605,0.427328,0.786714,-0.626000,-0.769526,0.126309
0.305593,-0.327861,0.576925,0.328472,-0.835652,0.440217
-0.025943,-0.547622,0.523858,0.833709,0.552079,0.011745
0.487773,0.049168,0.570869,0.841414,0.539030,-0.038318
0.011939,-0.131216,0.573218,0.111767,0.500333,0.858589
-0.035128,0.032471,0.927095,-0.543866,-0.837523,0.052582
0.255081,-0.116513,0.522970,0.101854,0.871772,0.479206
0.391001,0.054020,0.555573,0.800194,0.398740,-0.447991
0.164506,-0.321154,0.536753,-0.674917,0.727457,-0.123668
-0.041098,0.555191,0.531428,0.497555,0.010628,0.867367
-0.312593,0.819765,0.320856,0.891380,-0.440932,0.104980
-0.308921,0.416772,0.552884,0.904238,-0.283873,0.319014
0.003444,0.343991,0.720021,0.497971,-0.432638,0.751564
0.213294,-0.383796,0.730097,-0.440925,0.816430,0.372862
0.849731,0.383518,0.407987,0.882385,-0.376591,-0.282092
0.407876,0.169609,0.680997,-0.545748,-0.826867,-0.135833
0.410055,-0.447588,0.797102,-0.651405,0.623227,0.432736
0.169555,0.084696,0.819159,0.009108,0.999234,-0.038046
0.156585,-0.733284,0.577891,0.799766,-0.595820,-0.073304
-0.596142,-0.369529,0.485957,0.085976,-0.563581,0.821574
0.163014,0.474563,0.431950,-0.288956,0.936634,0.198042
0.237057,0.465722,0.611981,-0.453253,-0.863490,-0.221238
-0.633222,-0.289040,0.510885,0.603188,-0.580791,0.546669
-0.289863,-0.149193,0.540224,0.413667,0.894588,-0.169091
-0.055104,0.030615,0.724276,0.464814,0.443774,-0.766167
0.140284,-0.174878,0.739285,-0.099195,-0.887509,0.449987
-0.415682,0.198430,0.546411,0.605153,-0.300043,-0.737404
-0.681091,-0.394927,0.514722,-0.679136,0.644933,-0.350479
0.264379,-0.153330,0.711720,0.514719,-0.751341,0.412979
0.025140,0.141920,-0.274680,0.954363,0.283488,0.093945
-0.163242,-0.447875,0.699400,-0.161806,-0.974916,-0.152833
-0.550224,-0.358685,-0.291490,-0.761024,0.094753,-0.641767
-0.068879,-0.285478,0.707413,-0.613531,-0.588770,-0.526241
0.429804,-0.233105,0.496581,0.833454,0.481587,-0.270977
-0.226610,0.691615,0.434404,0.935258,0.109751,0.336521
0.114454,-0.787085,0.538267,-0.097290,0.831720,0.546605
0.030076,0.361969,0.776690,0.988635,0.088167,0.121765
0.064171,-0.151475,0.703341,-0.560672,-0.515374,-0.648103
0.024338,-0.264356,0.594257,0.313387,0.127496,0.941028
0.003902,-0.340699,0.404568,0.492984,0.857714,-0.145923
-0.066006,0.353834,0.708823,0.910250,0.031983,0.412823
0.062909,0.403072,0.717306,0.472597,0.829625,-0.297277
0.873035,-0.089547,0.470478,0.919583,0.341947,-0.193490
-0.072092,0.205852,0.625581,-0.572033,0.820215,0.005032
