-0.356648,-0.352313,0.986255,0.401847,-0.833887,0.378354
0.471718,-0.162840,0.205972,-0.355001,-0.885893,-0.298611
-0.107994,-0.493952,-0.834632,0.827541,-0.231256,0.511564
-0.393880,0.002856,0.790651,0.856399,-0.495434,-0.145346
0.143411,-0.825436,0.715445,0.149039,0.090250,-0.984704
0.100176,0.536352,0.027541,-0.346694,-0.312371,-0.884436
0.175387,0.157360,0.429236,0.762259,-0.640188,0.095495
0.459830,-0.229247,0.830642,-0.340786,0.120719,0.932358
-0.142219,-0.397590,0.087535,0.569556,0.821548,0.025804
0.301529,-0.610283,0.811917,-0.752140,-0.649380,-0.112212
0.586411,0.079388,0.551357,0.763038,-0.271885,-0.586388
-0.315793,-0.374929,0.865652,-0.611103,-0.782461,-0.119612
-0.298023,0.125411,0.115896,-0.525065,-0.319889,0.788656
0.617195,-0.093506,0.315967,-0.385886,-0.386335,-0.837757
0.002127,0.325051,-0.440424,-0.390825,-0.035002,0.919799
-0.118507,-0.654029,0.776412,0.021510,-0.330383,0.943602
-0.131583,0.182808,0.764525,-0.012259,-0.752877,0.658047
0.434678,0.025378,-0.420403,0.216536,0.975625,0.035617
-0.237079,-0.625283,-0.873395,0.766594,0.641363,0.031428
0.234517,0.036384,0.826327,0.747374,0.267769,-0.608056
-0.122261,-0.465392,-0.364075,0.001478,-0.999199,0.039987
-0.471027,0.593517,0.153925,0.241169,0.061487,-0.968533
0.298462,-0.334062,0.824690,0.769804,-0.575570,-0.275899
0.403018,0.254278,0.440679,-0.561347,0.427135,0.708834
0.127081,-0.449324,-0.058783,0.075055,0.380748,0.921628
0.791643,-0.231152,-0.528215,-0.530009,-0.122427,0.839108
0.323992,0.152437,0.030321,-0.176069,-0.547677,-0.817955
-0.194654,-0.855110,0.702809,0.643789,-0.611378,0.460166
-0.182452,-0.509091,-0.785569,0.058776,0.989049,0.135379
-0.208670,0.188148,0.761609,0.796252,-0.342683,0.498549
0.151984,-0.384540,0.850816,-0.513478,0.170394,-0.841015
-0.253096,0.434279,0.154061,-0.173913,-0.101102,0.979557
0.123705,-0.471197,-0.791180,-0.292930,0.955340,-0.038959
0.036353,-0.737106,0.522127,-0.228351,-0.740721,0.631813
0.262422,0.301182,0.380924,-0.666556,0.699401,0.257956
0.784383,-0.281166,0.235338,0.097618,-0.052524,0.993837
0.540735,-0.237513,0.229523,-0.073029,-0.606007,-0.792100
-0.226940,-0.402094,0.242177,0.263617,-0.935068,0.236969
-0.198408,-0.142593,0.212845,0.959106,-0.128866,0.252011
-0.245336,-0.435393,0.748205,0.969938,0.039695,0.240095
-0.389312,-0.428148,-0.879756,0.825826,-0.490672,0.277943
-0.454636,-0.071633,0.739388,-0.489039,-0.313913,0.813818
