0.143897,-0.068054,0.610317,0.256761,-0.904581,-0.340304
-0.141042,0.030102,0.908392,-0.652505,0.752744,0.087253
0.005298,0.758787,0.353098,0.349848,0.453241,-0.819865
0.021424,0.292934,-0.012829,-0.098651,0.986554,0.130305
0.002073,-0.612420,0.694893,0.851086,-0.478935,-0.215116
-0.002995,0.312345,-0.401458,0.948149,-0.314788,0.043845
0.425331,0.121947,0.816706,0.081364,-0.795776,0.600101
0.339722,-0.079892,-0.723871,-0.348394,-0.896705,-0.273022
-0.172649,0.274313,-0.030198,0.581217,0.624861,-0.521282
-0.195595,-0.083442,0.608823,-0.098108,-0.129565,0.986705
-0.661614,-0.330255,0.814126,0.322112,0.089753,0.942437
0.442840,-0.715155,0.671169,-0.517569,0.230442,0.824026
-0.234761,-0.101591,0.275051,-0.106079,-0.092831,0.990015
0.165551,0.078707,-0.979108,-0.647928,0.386412,-0.656411
0.452793,-0.342644,0.663161,0.298276,0.193855,-0.934586
-0.100584,0.152563,0.389990,0.579691,0.808476,-0.101610
0.010459,0.302640,-0.306563,-0.530409,0.831265,-0.166328
-0.486799,-0.055904,0.139410,0.482012,0.518975,0.705925
0.544395,0.014715,0.830063,0.406552,-0.043498,-0.912592
-0.028522,0.021896,0.418370,0.870968,0.459280,-0.174575
-0.090817,0.018503,0.282036,0.978969,-0.203590,0.013105
0.507993,-0.340513,0.791094,-0.620315,0.126621,0.774065
-0.442106,0.330019,0.728842,0.210333,0.493598,0.843872
0.210891,-0.079813,-0.674944,-0.475566,-0.703749,0.527802
-0.420727,-0.772913,0.727395,0.965093,-0.259649,-0.034317
-0.184261,-0.030182,-0.817791,-0.284354,0.896017,-0.341023
0.200294,0.109322,0.615053,0.019100,0.701357,0.712555
-0.106667,-0.372708,0.861700,-0.316125,0.942205,0.110971
-0.220478,0.103168,0.284837,0.548771,0.376243,-0.746519
-0.013502,0.013058,0.298130,-0.528019,-0.050731,0.847716
-0.758745,0.564210,0.786626,-0.827467,0.144282,-0.542661
0.195595,0.169211,-0.724563,0.922872,-0.011148,0.384946
0.701422,-0.222394,0.652857,-0.214939,0.285147,0.934073
0.591852,-0.577228,0.625750,-0.460820,-0.164582,-0.872100
-0.043818,0.147908,0.430704,-0.788896,0.396953,0.469118
0.130994,0.270289,-0.420793,0.906283,-0.066295,-0.417440
-0.054601,0.317079,0.275980,-0.550112,-0.110517,0.827746
-0.309037,-0.312188,0.290296,0.594070,-0.011691,-0.804329
-0.100584,0.536434,0.293757,-0.537297,0.378598,-0.753641
-0.739208,0.527597,0.778288,-0.490204,0.386860,-0.781050
-0.222595,0.051485,0.969040,-0.900747,0.431846,-0.046521
-0.029259,0.454136,0.803743,0.496925,0.436043,-0.750288
-0.040041,0.790036,0.353507,0.870517,0.403739,-0.281417
-0.590196,0.366237,0.746195,0.087884,0.809555,0.580428
-0.594895,0.566418,0.748932,0.080030,-0.110793,0.990616
0.021703,-0.675938,0.783732,0.983976,-0.177263,0.019232
-0.195595,0.101037,0.216922,-0.823608,-0.027041,0.566515
0.546881,0.183968,-0.995690,-0.327505,0.240826,0.913643
0.110813,-0.074684,0.817383,-0.361752,0.604427,0.709791
-0.436209,0.047697,0.853629,0.276232,0.546241,0.790770
-0.211813,0.319446,0.874883,0.987271,-0.026043,-0.156903
-0.059117,0.492958,0.768707,0.038439,0.997698,-0.055861
0.566786,0.100960,0.817603,-0.540131,0.763474,0.354071
0.037184,0.271394,0.728260,-0.251819,0.787130,0.563039
-0.651200,-0.316763,0.617680,-0.789502,0.484111,-0.377256
0.729345,0.176943,-0.973507,-0.136079,0.577913,0.804673
0.747223,-0.599006,0.613369,0.456973,0.144517,0.877662
-0.311155,0.388487,0.696403,0.010313,-0.796988,0.603908
-0.514722,0.268317,0.368106,-0.421232,-0.624929,0.657288
-0.681426,0.272892,0.791818,0.352077,-0.823594,0.444674
0.359810,-0.400323,0.781592,-0.226593,0.431481,0.873201
-0.507441,-0.140884,0.231442,-0.078433,0.753336,0.652942
-0.621989,0.718468,0.535338,0.727871,0.373566,0.575024
-0.326453,0.661182,0.328965,0.173950,0.606954,-0.775467
-0.257339,-0.424942,0.843592,0.104256,-0.046655,-0.993456
0.088053,0.712157,0.498525,0.601179,-0.379177,-0.703426
-0.301573,0.067503,0.813591,0.183811,0.170168,0.968120
0.708703,-0.062610,-0.983607,0.268057,0.025786,-0.963058
-0.626412,-0.573755,0.697362,0.038384,0.142801,0.989007
-0.208129,0.387462,0.752771,-0.300453,-0.763085,0.572214
-0.258629,-0.211662,0.852732,0.624479,0.781039,0.002065
-0.467909,-0.439775,0.861322,-0.676488,-0.260099,-0.688994
-0.133761,0.658974,0.832359,-0.798219,0.557404,-0.228360
-0.161499,-0.391801,0.308262,0.856010,0.500903,0.127836
0.078559,0.339172,-0.296431,0.076142,0.977618,0.196126
0.836150,0.036888,-0.975914,-0.314721,-0.087190,0.945171
-0.830993,0.092199,0.197508,-0.570211,-0.285333,-0.770354
